,City,Cloudiness,Country,Date,Humidity,Lat,Lng,Max Temp,Wind Speed
194,Praia da Vitória,75,PT,1604282622,82,38.73,-27.07,62.6,16.06
195,Soria,33,ES,1604282623,88,41.67,-2.67,52.0,1.99
196,Casablanca,75,MA,1604282624,100,33.59,-7.62,55.4,2.24
197,Robinsonville,5,US,1604282626,44,31.47,-97.11,60.8,3.36
198,Odesa,75,UA,1604282330,93,46.48,30.73,48.2,8.95
199,Nanortalik,0,GL,1604282480,89,60.14,-45.24,32.02,39.35
204,Roald,53,NO,1604282634,53,62.58,6.13,51.8,10.29
205,Anadyr,75,RU,1604282467,78,64.75,177.48,15.8,4.47
206,Ilanskiy,100,RU,1604282637,93,56.24,96.06,32.68,6.87
207,Port Hardy,75,CA,1604282490,76,50.7,-127.42,51.8,3.36
208,Sibu,40,MY,1604282640,83,2.3,111.82,80.6,4.7
209,Beringovskiy,100,RU,1604282541,93,63.05,179.32,24.71,2.77
210,Scarborough,100,GB,1604282600,86,54.28,-0.4,62.01,10.0
211,Araouane,93,ML,1604282643,15,18.9,-3.53,82.22,6.91
213,Puerto Escondido,0,MX,1604282539,72,15.85,-97.07,79.95,3.94
214,Hirara,75,JP,1604282647,69,24.8,125.28,78.8,8.05
215,Camopi,29,GF,1604282649,93,3.17,-52.32,74.14,2.21
216,San Patricio,1,US,1604282177,100,28.02,-97.52,69.8,4.7
217,Erenhot,0,CN,1604282651,70,43.65,111.98,25.32,12.91
218,Tezu,79,IN,1604282652,65,27.92,96.17,75.58,1.1
219,Gornopravdinsk,38,RU,1604282654,98,60.05,69.9,24.98,5.32
220,Torbay,20,CA,1604282655,74,47.67,-52.73,37.99,12.75
223,Gewanē,0,ET,1604282659,50,10.17,40.65,72.19,6.26
224,Eyl,0,SO,1604282660,66,7.98,49.82,77.67,11.03
225,Fort Nelson,90,CA,1604282661,85,58.81,-122.7,14.0,9.17
226,Jamestown,90,US,1604282663,92,42.1,-79.24,35.01,13.87
228,Provideniya,0,RU,1604282665,63,64.38,-173.3,26.6,6.71
229,Ribeira Grande,57,PT,1604282667,75,38.52,-28.7,63.07,18.3
230,Kidal,4,ML,1604282668,23,18.44,1.41,73.2,11.3
231,Wau,100,SS,1604282669,79,7.7,28.0,73.63,2.82
232,Norman Wells,75,CA,1604282670,77,65.28,-126.83,5.0,5.82
234,Avera,1,US,1604282673,87,33.19,-82.53,59.0,6.93
235,San Juan del Sur,100,NI,1604282674,88,11.25,-85.87,75.67,6.35
236,Toumodi,15,CI,1604282675,98,6.56,-5.02,71.6,3.33
237,Waddān,10,LY,1604282677,88,29.16,16.14,57.04,1.45
238,Litovko,0,RU,1604282678,71,49.24,135.17,38.79,9.51
239,Clyde River,75,CA,1604282679,78,70.47,-68.59,12.2,8.05
241,Kirovskiy,96,RU,1604282682,64,45.09,133.51,41.47,13.27
242,Krasnosel'kup,100,RU,1604282683,97,65.7,82.47,21.42,15.52
243,Myaundzha,63,RU,1604282684,87,63.05,147.19,-2.31,3.74
245,Slave Lake,1,CA,1604282606,75,55.28,-114.77,42.8,7.14
246,Vestmanna,39,FO,1604282688,87,62.16,-7.17,44.6,16.11
247,Gatesville,1,US,1604282690,50,31.44,-97.74,55.99,8.41
248,Arrondissement de Narbonne,11,FR,1604282691,88,43.08,2.83,54.0,1.01
249,Kankan,0,GN,1604282692,54,10.39,-9.31,73.18,3.11
251,Tiksi,0,RU,1604282695,90,71.69,128.87,-4.94,6.85
259,Mascota,7,MX,1604282705,68,20.52,-104.78,65.46,1.32
260,Ørsta,78,NO,1604282706,53,62.2,6.13,51.8,10.29
261,Tabas,0,IR,1604282707,25,33.6,56.92,53.6,2.24
262,Ati,32,TD,1604282709,20,13.22,18.34,81.05,9.75
267,Cherskiy,100,RU,1604282115,92,68.75,161.3,2.17,5.61
268,Zabul Province,0,AF,1604282716,82,32.25,67.25,32.14,1.83
270,Husavik,0,IS,1604282719,51,66.04,-17.34,39.2,5.82
271,Khovd,0,MN,1604282578,86,48.01,91.64,28.27,0.94
272,San Joaquin,1,US,1604282544,31,37.93,-121.3,73.4,8.05
273,Guerrero Negro,0,MX,1604282723,66,27.98,-114.06,70.25,10.89
275,Acapulco de Juárez,80,MX,1604282725,77,16.86,-99.89,80.82,5.79
276,Bani Walid,0,LY,1604282727,80,31.76,13.99,57.94,0.76
278,Orlovskiy,100,RU,1604282729,93,46.87,42.06,53.76,9.22
279,Teiu,72,RO,1604282731,65,44.67,25.1,43.23,2.95
281,Pinotepa Nacional,0,MX,1604282733,89,16.32,-98.02,75.7,1.23
282,Bam,0,IR,1604282734,49,29.11,58.36,51.31,2.37
283,Genhe,100,CN,1604282736,87,50.78,121.52,10.15,10.45
285,Muscat,0,OM,1604282738,72,23.61,58.59,64.4,5.82
286,Aklavik,89,CA,1604282739,92,68.22,-135.01,12.2,2.24
287,Cayenne,96,GF,1604282474,94,4.93,-52.33,77.0,6.93
289,Vardø,98,NO,1604282743,82,70.37,31.11,45.27,29.28
290,Fuyu,82,CN,1604282744,78,45.18,124.82,33.28,14.2
291,Hulan,49,CN,1604282746,50,45.98,126.6,35.01,12.86
292,Terrace,90,CA,1604282534,87,54.52,-128.6,50.0,24.16
293,Jalingo,91,NG,1604282748,41,8.88,11.37,76.06,2.44
294,Lengshuitan,97,CN,1604282750,55,26.41,111.6,63.28,5.14
295,Mapiripán,100,CO,1604282751,92,2.89,-72.13,72.61,0.67
297,Kurchum,99,KZ,1604282753,77,48.57,83.65,34.95,2.04
298,Kavaratti,0,IN,1604282703,71,10.57,72.64,81.0,1.74
299,Gornozavodsk,17,RU,1604282756,97,58.38,58.32,24.64,3.0
300,Ilulissat,100,GL,1604282757,67,69.22,-51.1,19.4,6.93
301,Ossora,100,RU,1604282758,86,59.24,163.07,35.01,2.77
302,Malakal,96,SS,1604282704,78,9.53,31.66,75.2,2.66
303,Avinurme,0,EE,1604282761,90,58.98,26.86,34.0,8.99
304,Juneau,90,US,1604282707,92,58.3,-134.42,30.2,10.29
306,Balcani,0,RO,1604282765,100,46.63,26.55,39.99,1.12
307,Bodden Town,20,KY,1604282588,83,19.28,-81.25,82.99,9.17
308,Nemuro,75,JP,1604282558,63,43.32,145.57,62.6,18.34
310,Termoli,88,IT,1604282769,79,41.99,14.99,57.0,7.0
312,Qaanaaq,0,GL,1604282772,74,77.48,-69.36,2.79,6.31
313,Ndioum,100,SN,1604282773,14,16.51,-14.65,85.71,9.93
314,Sakakah,20,SA,1604282774,43,29.97,40.21,69.8,9.17
315,Nuuk,9,GL,1604282509,92,64.18,-51.72,23.0,5.82
316,Kosh-Agach,42,RU,1604282777,82,50.0,88.67,20.35,0.92
318,Faya,0,SA,1604282779,34,18.39,42.45,57.2,2.17
319,Narsaq,0,GL,1604282681,68,60.92,-46.05,24.8,3.36
320,Shimoda,75,JP,1604282782,82,34.67,138.95,68.0,11.41
325,Mombetsu,75,JP,1604282788,59,44.35,143.35,64.4,6.93
327,Maunabo,81,PR,1604282791,100,18.01,-65.9,82.0,14.99
331,Khlevnoye,90,RU,1604282796,87,52.2,39.09,46.4,11.18
332,Imeni Poliny Osipenko,100,RU,1604282797,98,52.42,136.49,28.53,13.38
333,Eureka,1,US,1604282682,76,40.8,-124.16,53.01,4.7
334,Chekhov,100,RU,1604282800,10,55.14,37.47,42.01,6.44
335,La Palma,1,US,1604282801,39,33.85,-118.05,80.6,4.7
336,Salalah,0,OM,1604282540,40,17.02,54.09,73.4,3.36
339,Yola,23,NG,1604282806,34,9.2,12.48,76.59,1.34
340,Klaksvík,10,FO,1604282807,87,62.23,-6.59,44.6,16.11
342,Yei,94,SS,1604282810,95,4.09,30.68,65.73,1.16
343,Lakhdenpokh'ya,4,RU,1604282811,87,61.52,30.2,32.0,9.55
344,Tire,0,TR,1604282813,57,38.09,27.74,50.0,13.87
345,Kānt,0,IN,1604282814,29,27.8,79.8,64.27,5.14
347,Santa Pola,75,ES,1604282816,100,38.19,-0.57,62.01,2.24
348,Naze,20,JP,1604282818,83,28.37,129.48,80.6,3.36
351,Praia,20,CV,1604282821,83,14.92,-23.51,77.0,6.93
352,Srednekolymsk,92,RU,1604282668,91,67.45,153.68,-2.2,7.49
354,Lavrentiya,23,RU,1604282357,86,65.58,-171.0,22.66,6.02
355,Megion,90,RU,1604282826,98,61.03,76.11,32.0,8.95
356,St. George's,75,GD,1604282643,94,12.06,-61.75,77.0,17.22
357,Makakilo City,20,US,1604282832,65,21.35,-158.09,82.4,9.17
358,Tianpeng,63,CN,1604282833,1,30.99,103.94,68.0,3.22
359,Chișinău,90,MD,1604282835,87,47.01,28.86,48.2,8.05
360,Umluj,0,SA,1604282836,69,25.02,37.27,77.43,5.84
362,Severo-Kuril'sk,19,RU,1604282839,72,50.68,156.12,44.11,10.69
364,Katsuura,75,JP,1604282841,93,35.13,140.3,68.0,14.99
365,Tallahassee,1,US,1604282782,56,30.44,-84.28,69.8,10.29
366,Meadow Lake,40,US,1604282843,31,34.8,-106.54,60.8,3.36
368,Kjøllefjord,100,NO,1604282846,85,70.95,27.35,43.21,24.14
371,Vila,99,PT,1604282715,95,42.03,-8.16,60.01,8.01
372,Bathsheba,40,BB,1604282851,78,13.22,-59.52,82.4,21.92
374,Porto-Novo,13,BJ,1604282853,89,6.5,2.6,78.08,6.85
375,Bara,37,NG,1604282855,29,10.37,10.73,74.75,6.78
376,Cabo San Lucas,0,MX,1604282678,75,22.89,-109.91,79.0,6.13
377,Salisbury,100,GB,1604282851,100,51.07,-1.8,61.0,28.86
378,Tuensang,100,IN,1604282859,84,26.28,94.83,69.64,0.69
379,Arenys de Mar,0,ES,1604282861,93,41.58,2.55,63.0,2.24
380,Jining,0,CN,1604282862,30,35.41,116.58,61.39,9.71
381,Jiménez,100,MX,1604282863,35,28.33,-105.4,66.18,12.39
382,Oksbøl,100,DK,1604282864,100,55.63,8.29,59.0,14.99
385,Siaya,44,KE,1604282868,84,0.06,34.29,62.29,4.25
386,Pangnirtung,73,CA,1604282870,84,66.15,-65.71,8.4,4.61
389,Nantucket,75,US,1604282747,91,41.28,-70.1,57.0,12.75
390,Nome,1,US,1604282875,63,64.5,-165.41,26.6,3.36
391,Sühbaatar,0,MN,1604282876,77,50.23,106.21,21.2,2.44
392,Gogrial,28,SS,1604282878,76,8.53,28.1,74.37,3.4
394,Birao,20,CF,1604282880,43,10.28,22.79,73.06,1.43
396,Quesnel,90,CA,1604282883,61,53.0,-122.5,46.4,8.05
397,Berasia,9,IN,1604282884,33,23.63,77.43,67.51,1.81
399,Kodinsk,100,RU,1604282886,97,58.69,99.18,30.15,9.4
400,Bull Savanna,100,JM,1604282297,92,17.89,-77.59,74.93,12.1
401,Khāsh,0,IR,1604282889,63,28.22,61.22,39.9,2.24
402,Interlaken,40,US,1604282890,100,36.95,-121.73,75.2,8.05
404,Saint-Augustin,100,CA,1604282686,78,51.23,-58.65,38.43,18.21
405,Havelock,1,US,1604282602,82,34.88,-76.9,61.0,12.75
406,Gemeente Veghel,90,NL,1604282895,100,51.6,5.53,63.0,18.34
407,Aksarka,8,RU,1604282762,96,66.56,67.8,23.38,11.45
408,Ibadan,67,NG,1604282898,97,7.39,3.9,73.45,2.77
409,Hvolsvollur,0,IS,1604282899,85,63.75,-20.22,35.01,13.0
411,Vilyuysk,34,RU,1604282902,91,63.76,121.62,3.06,8.97
412,Lázaro Cárdenas,16,MX,1604282670,78,17.96,-102.2,80.04,1.79
413,Kapit,100,MY,1604282904,61,2.02,112.93,87.06,2.73
415,La Providencia,42,MX,1604282906,52,28.72,-111.58,75.99,1.01
417,Sistranda,0,NO,1604282909,66,63.73,8.83,51.8,19.46
418,Silopi,100,TR,1604282910,23,37.25,42.47,68.63,6.82
419,Cotonou,12,BJ,1604282911,86,6.37,2.42,79.52,10.56
420,Lucea,40,JM,1604282913,74,18.45,-78.17,82.4,13.87
421,Moose Factory,90,CA,1604282914,73,51.26,-80.61,24.8,17.22
422,Rio Grande City,0,US,1604282619,59,26.38,-98.82,71.01,1.99
425,Arrondissement de Rambouillet,92,FR,1604282919,89,48.58,1.92,63.0,7.0
426,Almaznyy,20,RU,1604282920,93,48.04,40.05,53.6,8.95
427,Gayéri,6,BF,1604282921,22,12.65,0.49,78.58,7.56
428,Sidi Ali,0,DZ,1604282923,67,36.1,0.42,59.79,2.06
429,Kachīry,100,KZ,1604282924,91,53.07,76.1,38.1,10.63
431,Ylivieska,100,FI,1604282926,88,64.08,24.55,46.0,11.01
432,Yumen,0,CN,1604282928,53,40.28,97.2,43.09,3.42
435,Nacogdoches,1,US,1604282793,71,31.6,-94.63,57.0,3.36
437,Līsakovsk,0,KZ,1604282934,98,52.54,62.49,28.67,7.72
439,Saint Anthony,1,US,1604282936,54,45.02,-93.22,32.0,5.82
440,Lagoa,65,PT,1604282938,72,39.05,-27.98,62.06,15.82
441,Doha,0,QA,1604282939,64,25.29,51.53,75.2,5.66
442,Portland,0,US,1604282705,47,45.52,-122.68,59.0,3.0
445,Inírida,100,CO,1604282944,98,3.87,-67.92,71.4,1.81
447,Beidao,12,CN,1604282946,55,34.57,105.89,46.0,1.99
449,Santa Cruz,0,MA,1604282949,62,30.42,-9.6,59.0,9.17
450,Larsnes,98,NO,1604282950,67,62.2,5.58,51.01,13.0
454,Flin Flon,91,CA,1604282955,91,54.77,-101.86,34.77,8.63
455,Siemiatycze,98,PL,1604282957,85,52.43,22.86,39.99,7.99
456,Listowel,75,IE,1604282958,93,52.45,-9.48,44.6,11.41
457,Kostanay,90,KZ,1604282959,97,53.17,63.58,32.0,6.71
459,Yasnyy,60,RU,1604282962,96,51.03,59.87,35.42,14.05
461,Pāsighāt,53,IN,1604282774,62,28.07,95.33,76.91,1.07
462,Gostilitsy,90,RU,1604282965,100,59.75,29.62,35.6,6.71
464,Vila Franca do Campo,75,PT,1604282670,82,37.72,-25.43,62.6,10.29
465,Takoradze,67,GH,1604282969,90,4.88,-1.76,77.59,6.44
466,Samarina,0,RU,1604282970,93,57.89,27.81,37.4,4.47
467,Chapleau,75,CA,1604282972,79,47.84,-83.4,19.4,10.29
468,Dumka,1,IN,1604282973,59,24.27,87.25,75.52,5.26
469,Russell,1,US,1604282974,81,32.35,-85.2,64.4,6.93
472,Broome,90,US,1604282978,74,42.25,-75.83,35.6,17.22
473,Camrose,97,CA,1604282804,57,53.02,-112.84,43.0,4.0
477,Red Bluff,1,US,1604282984,25,40.18,-122.24,75.2,4.7
478,Otterup,100,DK,1604282985,93,55.52,10.4,60.8,24.16
480,The Pas,1,CA,1604282988,74,53.83,-101.25,35.6,9.17
482,Muromtsevo,100,RU,1604282990,95,56.37,75.24,32.18,7.2
483,Bilibino,100,RU,1604282352,93,68.05,166.44,9.43,1.21
485,Iracoubo,76,GF,1604282994,77,5.48,-53.2,81.73,11.25
486,Vuktyl,100,RU,1604282995,97,63.86,57.31,26.87,6.91
487,Gua Musang,100,MY,1604282996,84,4.88,101.96,77.94,0.94
489,Changji,0,CN,1604282999,55,44.02,87.32,37.4,4.47
490,Shenjiamen,99,CN,1604283000,81,29.96,122.3,63.88,15.68
491,Gunjur,0,GM,1604283001,94,13.2,-16.73,78.8,4.7
492,Esso,98,RU,1604283003,93,55.93,158.7,31.05,4.0
494,The Valley,75,AI,1604283006,78,18.22,-63.06,82.99,13.87
496,Rudnogorsk,100,RU,1604283008,85,57.26,103.75,16.81,7.29
497,Iralaya,100,HN,1604283009,85,15.0,-83.23,80.13,11.27
499,Cockburn Town,98,TC,1604282603,77,21.46,-71.14,81.79,17.65
500,Bahía Honda,3,CU,1604283013,85,22.9,-83.16,78.75,11.25
501,Bairiki Village,40,KI,1604283014,66,1.33,172.98,87.8,14.99
503,Edd,0,ER,1604283017,43,13.93,41.69,82.04,13.11
508,Sittwe,94,MM,1604283023,85,20.15,92.9,78.62,6.17
510,Fallon,40,US,1604283026,20,39.47,-118.78,62.6,3.36
512,Tashla,12,RU,1604283028,71,51.77,52.74,39.79,7.72
513,Tarsus,40,TR,1604283030,72,36.92,34.88,66.2,2.24
514,Dennery,40,LC,1604283031,83,13.9,-60.89,82.4,23.04
515,Marawi,89,PH,1604283032,68,8.0,124.29,86.0,7.0
516,Melíssi,15,GR,1604283033,99,40.77,22.34,55.0,4.0
517,Zaranj,0,AF,1604283035,54,30.97,61.88,46.56,1.95
518,Hambantota,100,LK,1604282753,77,6.12,81.12,80.46,4.38
519,La Ronge,99,CA,1604283037,95,55.1,-105.28,37.4,3.36
520,Melilla,40,ES,1604283039,93,35.29,-2.94,57.2,4.7
521,Kinablangan,48,PH,1604283040,59,7.69,126.55,86.4,3.24
522,Tangping,100,CN,1604283041,65,22.03,111.93,79.0,6.8
524,Orlik,3,RU,1604283044,86,52.52,99.83,13.77,3.09
526,Boo,100,SE,1604283046,93,59.33,18.28,51.8,16.11
527,Luba,75,GQ,1604283047,100,3.46,8.55,73.4,3.36
528,Umm Hājar,88,TD,1604283049,26,13.3,19.7,83.08,7.4
529,Kutum,0,SD,1604283050,34,14.2,24.67,69.85,16.82
530,Campbell River,75,CA,1604283051,93,50.02,-125.24,42.8,2.24
531,Ürümqi,0,CN,1604283052,55,43.8,87.6,37.4,4.47
532,Sherlovaya Gora,22,RU,1604283054,86,50.57,116.25,13.46,13.71
536,Herat Province,0,AF,1604283059,25,34.5,62.0,39.2,2.24
539,Al Bardīyah,14,LY,1604283063,61,31.76,25.09,67.73,6.24
540,Ixtlán de los Hervores,6,MX,1604283064,36,20.18,-102.4,64.13,6.98
541,Wuzhou,86,CN,1604283065,63,23.48,111.32,74.26,5.73
543,Dickinson,1,US,1604282923,52,29.46,-95.05,68.0,10.29
544,Qujing,100,CN,1604283069,89,25.48,103.78,47.44,7.9
545,Khasan,0,RU,1604283071,48,42.43,130.64,46.51,16.31
546,Korhogo,6,CI,1604283072,69,9.45,-5.63,74.66,3.67
547,Haicheng,9,CN,1604283073,44,40.85,122.75,46.83,15.05
